id,tweet_id,sentiment_value,ortographic_value,bad_words_value,spam_value,text_credibility
138,923237091919609856,0.0,0,[0],1,[0.25]
139,923243657800511488,0.0,0,[0],0,[0.]
140,923253586343137282,0.0,1,[0],0,[0.25]
141,923255166870151168,1.0,1,[0],0,[0.5]
142,923257539558608896,0.0,0,[0],1,[0.25]
143,923258782783860736,0.0,0,[0],1,[0.25]
144,923259435379765248,0.0,0,[0],0,[0.]
145,923259717996093440,0.0,0,[0],1,[0.25]
146,923289317283213312,0.0,0,[0],1,[0.25]
147,923297788254830592,0.5,0,[0],1,[0.375]
148,923318721627660288,0.0,0,[0],1,[0.25]
149,923339941957976065,0.0,1,[0],1,[0.5]
150,923347929791733760,0.0,0,[0],0,[0.]
151,923355962135625730,0.0,0,[0],1,[0.25]
152,923388139258781696,0.0,1,[0],1,[0.5]
153,923469108917755904,0.0,1,[0],0,[0.25]
154,923478330342551552,0.0,1,[0],0,[0.25]
155,923482609488945152,0.0,1,[0],1,[0.5]
156,923486205353840641,0.0,0,[0],1,[0.25]
157,923490329973723136,0.0,0,[0],1,[0.25]
158,923541892381290496,0.0,0,[0],1,[0.25]
159,923542755472822272,0.0,0,[0],1,[0.25]
160,923547124926681089,0.0,0,[0],1,[0.25]
161,923574540625686528,0.0,0,[0],1,[0.25]
162,923576364652953601,0.0,0,[0],1,[0.25]
163,923595128018792448,0.0,1,[0],1,[0.5]
164,923598543365050369,0.5,0,[0],1,[0.375]
165,923601443969310720,0.5,0,[0],0,[0.125]
166,923606666108723201,0.0,0,[0],1,[0.25]
167,923634044457422848,0.0,0,[0],1,[0.25]
168,923655821636063233,0.0,0,[0],1,[0.25]
169,923657991664095232,0.0,0,[0],1,[0.25]
170,923658306127667200,0.0,0,[0],1,[0.25]
171,923659440104067072,0.5,0,[0],1,[0.375]
172,923687237224505344,0.0,1,[0],1,[0.5]
173,923690482475008000,0.0,0,[0],1,[0.25]
174,923692272608165888,0.0,0,[0],1,[0.25]
175,923695436866531328,0.0,0,[0],1,[0.25]
176,923698921162940416,0.0,0,[1],1,[0.5]
177,923699340903718912,0.0,0,[0],1,[0.25]
178,923701495261904896,0.0,0,[0],0,[0.]
179,923753117103153152,0.0,0,[0],1,[0.25]
180,923880758640545792,0.0,0,[0],1,[0.25]
181,923882212855910400,0.0,0,[0],1,[0.25]
182,923906391949094915,0.0,0,[0],1,[0.25]
183,923910502903771136,0.0,0,[0],0,[0.]
184,923911209291837440,0.0,0,[0],0,[0.]
185,923917102917939201,0.0,0,[0],1,[0.25]
186,923935679687614465,0.0,0,[0],1,[0.25]
187,923961855999201280,0.0,1,[0],1,[0.5]
188,923963105750663168,0.0,0,[0],1,[0.25]
189,923963249057415169,0.0,0,[0],1,[0.25]
190,923966765251510273,0.0,0,[0],1,[0.25]
191,923970455022776320,0.5,0,[0],1,[0.375]
192,923975114076577792,0.0,0,[0],0,[0.]
193,923975195496296448,0.0,0,[0],0,[0.]
194,923977459296382976,0.0,0,[0],1,[0.25]
195,923978220239597569,0.0,0,[0],1,[0.25]
196,923979520037740544,0.0,0,[0],1,[0.25]
197,923987826424864768,0.5,0,[0],1,[0.375]
198,923991983319683074,0.0,0,[0],1,[0.25]
199,923992750772629504,0.0,0,[0],1,[0.25]
200,923995569810374656,0.5,0,[0],1,[0.375]
201,923997922340909056,0.0,0,[0],1,[0.25]
202,924000054406459393,0.5,0,[0],1,[0.375]
203,924001931286134784,0.5,0,[0],1,[0.375]
204,924006897350406144,0.0,0,[0],0,[0.]
205,924009527082700800,0.0,1,[0],1,[0.5]
206,924010206060863488,0.0,0,[0],1,[0.25]
207,924010373556170754,0.0,0,[0],1,[0.25]
208,924012807032623104,0.0,0,[0],1,[0.25]
209,924012873067634688,0.0,0,[0],1,[0.25]
210,924020787392274432,0.5,1,[0],1,[0.625]
211,924021666270740480,1.0,0,[0],1,[0.5]
212,924021674307043328,0.0,0,[0],1,[0.25]
213,924022875174076416,0.0,0,[0],1,[0.25]
214,924025562972135424,0.0,0,[0],0,[0.]
215,924026333189099520,0.0,0,[0],1,[0.25]
216,924030994335723520,0.0,0,[0],1,[0.25]
217,924031735096119297,0.0,0,[0],1,[0.25]
218,924044321732653063,0.0,0,[0],1,[0.25]
219,924045251945357313,1.0,0,[0],1,[0.5]
220,924045545156628483,0.0,0,[0],1,[0.25]
221,924047489434562561,0.0,0,[0],1,[0.25]
222,924048092176908288,0.0,0,[0],1,[0.25]
223,924053147340881921,0.0,0,[0],1,[0.25]
224,924061463995604992,0.0,0,[0],1,[0.25]
225,924061771651878912,0.0,0,[0],1,[0.25]
226,924072179922231296,0.0,0,[0],1,[0.25]
227,924096747122634752,0.0,0,[0],1,[0.25]
228,924150095284543488,0.0,0,[0],1,[0.25]
229,924197810693656576,0.0,0,[0],1,[0.25]
230,924249943719727104,0.0,1,[0],1,[0.5]
231,924251519121346560,0.0,1,[0],1,[0.5]
232,924254805224144896,0.0,0,[0],1,[0.25]
233,924255894115930112,0.0,0,[0],1,[0.25]
234,924277962819727360,0.5,0,[0],1,[0.375]
235,924284026394959872,0.0,0,[0],1,[0.25]
236,924284440095940608,0.0,1,[0],1,[0.5]
237,924290097369047040,0.0,0,[0],0,[0.]
238,924294513098674183,1.0,0,[0],1,[0.5]
239,924298352036003840,0.0,0,[0],1,[0.25]
240,924311167329275906,0.0,1,[0],1,[0.5]
241,924311963668115456,0.5,0,[0],1,[0.375]
242,924313535492100098,0.0,0,[0],1,[0.25]
243,924313600327606273,0.0,0,[0],1,[0.25]
244,924319962176552960,1.0,0,[0],1,[0.5]
245,924322937540435968,0.5,0,[0],1,[0.375]
246,924327834356563969,0.0,1,[0],1,[0.5]
247,924329751531130881,0.0,0,[0],1,[0.25]
248,924335024962527233,0.5,0,[0],1,[0.375]
249,924336747575742465,0.0,0,[0],1,[0.25]
250,924346690072666112,0.0,1,[0],0,[0.25]
251,924350125035741184,0.5,0,[0],1,[0.375]
252,924350165879787521,0.0,1,[0],0,[0.25]
253,924360731604242433,0.5,0,[0],1,[0.375]
254,924362002759286784,0.0,0,[0],1,[0.25]
255,924362440908951552,0.0,1,[0],1,[0.5]
256,924365221698957313,0.0,0,[0],0,[0.]
257,924374432562364416,0.0,0,[0],1,[0.25]
258,924376205846986752,0.0,1,[0],1,[0.5]
259,924379016676696064,0.0,1,[0],0,[0.25]
260,924380315921125376,0.5,0,[0],0,[0.125]
261,924382514613030912,0.0,1,[0],1,[0.5]
262,924382752941756421,0.0,0,[0],1,[0.25]
263,924382919845666816,0.0,0,[0],0,[0.]
264,924384534036131845,0.0,0,[0],1,[0.25]
265,924385518720245760,0.0,0,[0],0,[0.]
266,924387972161552384,0.0,0,[0],1,[0.25]
267,924389383792312320,1.0,0,[0],1,[0.5]
268,924392123067121665,0.0,1,[0],1,[0.5]
269,924395397774237696,0.0,0,[0],1,[0.25]
270,924396212496879617,0.5,1,[0],1,[0.625]
271,924397213840748544,0.0,1,[0],1,[0.5]
272,924397489037430784,0.0,0,[0],1,[0.25]
273,924400308834455552,0.0,1,[0],1,[0.5]
274,924409952852209664,0.0,0,[0],1,[0.25]
275,924410581356109825,0.0,0,[0],1,[0.25]
276,924414387343028224,0.0,1,[0],1,[0.5]
277,924419732522127360,0.0,0,[0],1,[0.25]
278,924428861944758273,0.0,0,[0],1,[0.25]
279,924436719293943808,0.0,0,[0],1,[0.25]
280,924440679601917953,0.0,0,[0],1,[0.25]
281,924457383446925318,0.0,0,[0],1,[0.25]
282,924457626951389185,0.0,1,[0],1,[0.5]
283,924462763044425728,0.0,0,[0],1,[0.25]
284,924462916820176896,0.0,0,[0],1,[0.25]
285,924463454114762752,1.0,0,[0],1,[0.5]
286,924471917008080896,0.0,0,[0],1,[0.25]
287,924483513134456834,0.0,0,[0],1,[0.25]
288,924483701429321733,0.0,0,[0],1,[0.25]
289,924485436524830720,0.0,1,[0],1,[0.5]
290,924485974364696576,0.0,0,[0],1,[0.25]
291,924486047941062662,0.0,0,[0],1,[0.25]
292,924496023220875264,0.0,0,[0],1,[0.25]
293,924501080838373376,0.0,0,[0],1,[0.25]
294,924508684213997568,0.0,1,[0],0,[0.25]
295,924510852316774400,0.0,0,[0],1,[0.25]
296,924511016603475969,0.0,0,[0],1,[0.25]
297,924511173613010945,1.0,1,[0],1,[0.75]
298,924516174116851712,0.0,1,[0],0,[0.25]
299,924516180014129152,0.0,0,[0],1,[0.25]
300,924523747234729984,0.0,0,[0],0,[0.]
301,924525032998518784,0.0,0,[0],1,[0.25]
302,924531308235296769,0.0,1,[0],0,[0.25]
303,924546376255623168,0.0,0,[0],0,[0.]
304,924546431788167169,0.0,1,[0],1,[0.5]
305,924553949822283776,0.0,0,[0],1,[0.25]
306,924561480049192960,0.0,0,[0],1,[0.25]
307,924569016370417664,0.0,0,[0],1,[0.25]
308,931435694354063360,0.0,1,[0],0,[0.25]
309,932462118066147328,0.0,1,[0],0,[0.25]
310,940341343519461381,0.5,0,[0],0,[0.125]
311,943197525758050305,0.0,0,[0],1,[0.25]
312,946459022508650498,0.0,0,[0],0,[0.]
313,948260245813583873,0.0,1,[0],0,[0.25]
314,948323390439526400,0.0,1,[0],0,[0.25]
315,948995437364736000,1.0,0,[0],1,[0.5]
316,949332433635348481,0.5,0,[0],0,[0.125]
317,955229312650706946,0.0,0,[0],1,[0.25]
318,959145386102292480,0.0,0,[0],0,[0.]
319,959546192404328456,0.0,1,[0],0,[0.25]
320,960380953788022784,0.0,1,[0],1,[0.5]
321,966415660875177985,0.0,1,[0],1,[0.5]
322,970704989944532992,0.5,0,[0],1,[0.375]
323,971851519522983936,0.0,0,[0],1,[0.25]
324,981210479287816192,0.0,0,[0],1,[0.25]
325,981593753885474816,0.0,0,[0],1,[0.25]
326,985971156313354241,0.0,1,[0],1,[0.5]
327,988475669670744064,0.0,0,[0],1,[0.25]
328,992496275298963457,0.5,0,[0],0,[0.125]
329,998915335695683587,0.0,1,[0],1,[0.5]
330,1001457064655380480,0.0,0,[0],1,[0.25]
331,1004056694459158529,0.0,0,[0],0,[0.]
332,1004056816274190336,0.0,1,[0],1,[0.5]
333,1006521567130550272,0.0,0,[0],1,[0.25]
334,1008841852135489536,0.0,0,[0],0,[0.]
335,1009595207074107392,0.0,0,[0],1,[0.25]
336,1010180885965139969,0.0,0,[0],1,[0.25]
337,1014068214299611136,0.0,0,[0],1,[0.25]
338,1014078866141466624,0.0,0,[0],1,[0.25]
339,1014079682533318661,1.0,0,[0],1,[0.5]
340,1014200656754872320,0.0,0,[0],1,[0.25]
341,1014935245207101442,0.0,0,[0],1,[0.25]
342,1016723141136211968,0.0,0,[0],1,[0.25]
343,1017143205685612545,0.0,0,[0],1,[0.25]
344,1017143412871573505,0.0,1,[0],0,[0.25]
345,1017143855513325577,0.0,0,[0],0,[0.]
346,1018207846184431616,0.0,0,[0],1,[0.25]
347,1018901267781967872,0.0,0,[0],1,[0.25]
348,1021465255652651009,0.0,0,[0],1,[0.25]
349,1024077868702154752,0.0,0,[0],0,[0.]
350,1024465769587851264,0.0,0,[0],0,[0.]
351,1024682820571000832,0.0,0,[0],1,[0.25]
352,1024762021764509696,0.0,0,[0],1,[0.25]
353,1026974187502546944,0.0,1,[0],0,[0.25]
354,1027235661206757376,0.5,1,[0],1,[0.625]
355,1027939422677827584,0.0,1,[0],0,[0.25]
356,1028008626332594177,1.0,0,[0],1,[0.5]
357,1029121294569234433,0.5,0,[0],1,[0.375]
358,1029485438787112960,0.5,0,[0],1,[0.375]
359,1030573092710412288,0.5,0,[0],1,[0.375]
360,1030573396550070272,0.0,0,[0],1,[0.25]
361,1033053381504299011,0.0,0,[0],1,[0.25]
362,1037443230470729733,0.5,0,[0],1,[0.375]
363,1040043954748698627,1.0,0,[0],1,[0.5]
364,1040713450836713472,0.0,0,[0],0,[0.]
365,1042112146702823425,0.0,1,[0],0,[0.25]
366,1045976507611525120,0.0,0,[0],1,[0.25]
367,1046008813462188033,0.0,0,[0],1,[0.25]
368,1046020294106845186,0.0,0,[0],1,[0.25]
369,1047097879251357704,0.0,0,[0],0,[0.]
370,1047605474256814080,0.0,0,[0],1,[0.25]
371,1049333722246467585,0.0,0,[0],1,[0.25]
372,1051767186820198402,0.5,0,[0],0,[0.125]
373,1051999511067934720,0.0,0,[0],1,[0.25]
374,1052227198625681408,0.0,0,[0],0,[0.]
375,1052854322042626049,0.5,0,[0],1,[0.375]
376,1053083236765597696,0.0,0,[0],1,[0.25]
377,1053133967413665792,0.0,0,[1],1,[0.5]
378,1053216697191022592,0.5,0,[0],1,[0.375]
379,1053300497145188352,0.0,0,[0],1,[0.25]
380,1054303884389171200,0.5,0,[0],1,[0.375]
381,1054825830570852353,0.0,0,[0],1,[0.25]
382,1054825859897380864,1.0,0,[0],1,[0.5]
383,1055173147215970304,0.0,0,[0],1,[0.25]
384,1055173432101519361,0.0,1,[0],1,[0.5]
385,1055173683222904832,0.0,0,[0],1,[0.25]
386,1055178473520709632,0.0,0,[0],1,[0.25]
387,1055294138151825408,0.5,0,[0],1,[0.375]
388,1055753444173082624,0.0,0,[0],1,[0.25]
389,1056709958991892480,0.0,0,[0],1,[0.25]
390,1056729634648272896,0.5,0,[0],1,[0.375]
391,1056762762926395392,0.5,1,[0],1,[0.625]
392,1056840666859225093,0.0,0,[0],1,[0.25]
393,1057059371941801986,0.0,0,[0],1,[0.25]
394,1057450701737979904,0.0,0,[0],1,[0.25]
395,1057450782528684032,0.0,1,[0],0,[0.25]
396,1057714623217057792,0.0,0,[0],1,[0.25]
397,1057795766968897536,0.0,1,[0],0,[0.25]
398,1057816420854231040,0.0,0,[0],0,[0.]
399,1057981573134516224,0.0,0,[0],0,[0.]
400,1057981935073533952,0.0,0,[0],1,[0.25]
401,1058043769797427203,0.0,0,[0],1,[0.25]
402,1058063948103254018,0.0,0,[0],1,[0.25]
403,1058069851678199809,0.0,1,[0],1,[0.5]
404,1058205387260862464,0.0,0,[0],1,[0.25]
405,1058207443640033280,0.0,1,[0],1,[0.5]
406,1058290150482968576,0.5,0,[0],1,[0.375]
407,1058351023348215809,0.0,0,[0],0,[0.]
408,1058390553216331776,0.0,0,[0],1,[0.25]
409,1058735866133299203,0.0,1,[0],1,[0.5]
410,1058850978462646277,0.0,0,[0],1,[0.25]
411,1059081473511358464,1.0,0,[0],1,[0.5]
412,1059392344271740929,0.0,0,[0],1,[0.25]
413,1059470176805158912,0.0,0,[0],0,[0.]
414,1059501042579226625,0.5,0,[0],1,[0.375]
415,1059526276770340864,1.0,0,[0],1,[0.5]
416,1059526278611521539,0.0,0,[0],1,[0.25]
417,1059526280520056833,0.0,0,[0],1,[0.25]
418,1059583155072577536,0.0,0,[0],1,[0.25]
419,1059613919294210048,0.0,0,[0],1,[0.25]
420,1059629483123240961,0.0,0,[0],1,[0.25]
421,1060248707793334274,0.0,0,[1],1,[0.5]
422,1060442045641355265,0.0,0,[0],1,[0.25]
423,1060443303534084096,0.0,1,[0],1,[0.5]
424,1060447078583799808,0.5,0,[0],1,[0.375]
425,1060449595300478976,0.0,0,[0],1,[0.25]
426,1060452111639445504,0.5,1,[0],1,[0.625]
427,1060454628263890944,0.0,1,[0],1,[0.5]
428,1060456895423660032,0.0,0,[0],1,[0.25]
429,1060457145253158912,1.0,0,[0],1,[0.5]
430,1060459411087519744,0.0,0,[0],0,[0.]
431,1060461422939762688,0.0,0,[0],1,[0.25]
432,1060463192873332738,0.0,1,[0],0,[0.25]
433,1060464844451860485,0.0,0,[0],1,[0.25]
434,1060467200316846080,0.5,0,[0],0,[0.125]
435,1060468551671341056,0.0,0,[0],1,[0.25]
436,1060470691395485697,0.0,1,[0],0,[0.25]
437,1060472930856038400,0.0,0,[0],0,[0.]
438,1060474704413237253,0.0,0,[0],1,[0.25]
439,1060476198269136896,0.0,1,[0],0,[0.25]
440,1060478066764455936,0.0,0,[0],1,[0.25]
441,1060479712340910080,0.0,0,[0],1,[0.25]
442,1060481102371020800,0.0,0,[0],1,[0.25]
443,1060485471464275969,0.0,1,[0],0,[0.25]
444,1060490171601293313,0.0,0,[0],0,[0.]
445,1060490497356115968,0.0,0,[0],1,[0.25]
446,1060491657701982208,0.0,1,[0],1,[0.5]
447,1060493830020046848,0.0,1,[0],0,[0.25]
448,1060495255559172096,0.5,0,[0],1,[0.375]
449,1060496725587251200,0.0,0,[0],1,[0.25]
450,1060500773782646784,0.0,0,[0],0,[0.]
451,1060503759434997760,0.5,0,[0],1,[0.375]
452,1060508541709176832,0.0,0,[0],0,[0.]
453,1060511524517756928,0.5,0,[0],1,[0.375]
454,1060516369370963969,0.5,0,[0],1,[0.375]
455,1060522939882369024,0.0,0,[0],1,[0.25]
456,1060526113208913920,0.0,1,[0],0,[0.25]
457,1060528217709334528,0.0,0,[0],1,[0.25]
458,1060538143068299264,0.0,0,[0],0,[0.]
459,1060551202826608640,0.0,0,[0],0,[0.]
460,1060573628675219456,0.0,0,[0],1,[0.25]
461,1060578297057284101,0.0,1,[0],1,[0.5]
462,1060612601170853888,0.0,0,[0],0,[0.]
463,1060649043834101775,0.0,0,[0],0,[0.]
464,1060649270167113728,0.5,0,[0],1,[0.375]
465,1060667330458542080,0.5,0,[0],1,[0.375]
466,1060842002713985025,1.0,0,[0],1,[0.5]
467,1060938153949839363,0.0,0,[1],1,[0.5]
468,1061363010130739200,0.0,0,[0],1,[0.25]
469,1061940048965206016,0.5,1,[0],1,[0.625]
470,1062025116048150529,0.0,0,[0],1,[0.25]
471,1062026300242755584,0.0,0,[0],0,[0.]
472,1062056111954673666,0.0,1,[0],1,[0.5]
473,1062482266499076096,0.0,0,[0],1,[0.25]
474,1062785095441018881,0.0,0,[0],1,[0.25]
475,1062804817322614785,0.0,0,[0],1,[0.25]
476,1063148309160845313,0.0,1,[0],0,[0.25]
477,1063380449127411713,0.0,0,[0],1,[0.25]
478,1063824802576822272,0.0,0,[0],1,[0.25]
479,1064286635079200769,0.0,0,[0],1,[0.25]
480,1064300232308113408,0.5,0,[0],1,[0.375]
481,1064638575139069953,0.0,0,[0],1,[0.25]
482,1064639511156719618,0.0,1,[0],0,[0.25]
483,1064642823734079488,0.5,1,[0],1,[0.625]
484,1064849471446630401,0.0,0,[0],1,[0.25]
485,1064859886864015360,0.0,0,[0],1,[0.25]
486,1065040835018924034,0.0,1,[0],1,[0.5]
487,1065056512324919296,0.0,0,[0],1,[0.25]
488,1065076262115389440,0.0,0,[0],1,[0.25]
489,1065191009712128000,0.0,0,[0],1,[0.25]
490,1065296158724145152,0.0,1,[0],1,[0.5]
491,1065318418470064128,0.0,0,[0],0,[0.]
492,1065391016608452608,0.0,0,[0],1,[0.25]
493,1065438398746365952,0.0,0,[0],1,[0.25]
494,1065787090909241345,0.0,1,[0],1,[0.5]
495,1066357919275499520,0.0,0,[0],1,[0.25]
496,1066379677273661442,0.0,0,[0],0,[0.]
497,1066490285792800768,0.0,0,[0],0,[0.]
498,1067002559917768705,0.0,0,[0],0,[0.]
499,1067800168777609216,0.0,1,[0],1,[0.5]
500,1067829135102410753,0.0,0,[0],1,[0.25]
501,1068320839488008193,0.0,0,[0],0,[0.]
502,1068452282109386753,0.5,0,[0],1,[0.375]
503,1068577439243214849,0.5,0,[0],1,[0.375]
504,1068592245593509888,0.0,0,[0],1,[0.25]
505,1068592441668894721,1.0,0,[0],1,[0.5]
506,1068592590558281728,1.0,0,[0],1,[0.5]
507,1068693436197412865,0.0,0,[0],1,[0.25]
508,1068740570921738241,0.0,0,[0],0,[0.]
509,1069197659318177792,1.0,0,[0],1,[0.5]
510,1069273969981706240,0.0,0,[0],1,[0.25]
511,1069352929633755136,0.0,0,[0],1,[0.25]
512,1069539227090661377,1.0,0,[0],1,[0.5]
513,1069786476844474368,0.0,0,[0],1,[0.25]
514,1069821761858920449,0.0,0,[0],1,[0.25]
515,1070082528042577921,0.0,1,[0],0,[0.25]
516,1070343314946191362,0.0,0,[0],1,[0.25]
517,1070469041674969088,0.0,0,[0],1,[0.25]
518,1070626982935707649,0.0,0,[0],1,[0.25]
519,1070988807514640384,0.0,0,[0],0,[0.]
520,1071070916216537088,0.0,0,[0],1,[0.25]
521,1071095363325456384,0.0,0,[0],1,[0.25]
522,1071100230559588353,1.0,0,[0],1,[0.5]
523,1071134547088207878,0.0,0,[0],0,[0.]
524,1071203391689383937,0.0,0,[0],1,[0.25]
525,1071408513933602816,0.0,0,[0],1,[0.25]
526,1071843066590330880,0.0,0,[0],1,[0.25]
527,1072076041030578182,0.0,0,[0],1,[0.25]
